pmcid,journal,year,doi,license,kept_abstract,kept_intro,kept_disc,w_abstract,w_intro,w_disc,in_seeds,abstract_structured,title
PMC8322091,Cell Death Discovery,2021,10.1038/s41420-021-00543-8,by,1,1,1,256,471,1755,1,1,Probing tissue transglutaminase mediated vascular smooth muscle cell aging using a novel transamidation-deficient Tgm2-C
PMC8027876,Cell Death Discovery,2021,10.1038/s41420-021-00454-8,by,1,1,1,205,584,666,1,1,Ferroptosis contributes to isoflurane-induced neurotoxicity and learning and memory impairment
PMC9188615,Cell Death Discovery,2022,10.1038/s41420-022-01074-6,by,1,1,1,189,218,860,1,0,The combination of hydroxychloroquine and 2-deoxyglucose enhances apoptosis in breast cancer cells by blocking protectiv
PMC9021221,Cell Death Discovery,2022,10.1038/s41420-022-01014-4,by,1,1,1,330,550,1296,1,0,Lactate promotes the growth of patient-derived organoids from hepatopancreatobiliary cancers via ENO1/HIF1α pathway and 
PMC8882174,Cell Death Discovery,2022,10.1038/s41420-022-00887-9,by,1,1,1,189,506,630,1,0,NVP-AUY922 alleviates radiation-induced lung injury via inhibition of autophagy-dependent ferroptosis
PMC9021261,Cell Death Discovery,2022,10.1038/s41420-022-01009-1,by,1,1,1,224,650,689,1,1,The BCL-2 inhibitor ABT-199/venetoclax synergizes with proteasome inhibition via transactivation of the MCL-1 antagonist
PMC8748761,Cell Death Discovery,2022,10.1038/s41420-021-00802-8,by,1,1,1,275,254,745,1,1,Novel prognostic marker LINC00205 promotes tumorigenesis and metastasis by competitively suppressing miRNA-26a in gastri
PMC8826420,Cell Death Discovery,2022,10.1038/s41420-022-00847-3,by,1,1,1,268,377,1023,1,1,ANGPTL7 is transcriptionally regulated by SP1 and modulates glucocorticoid-induced cross-linked actin networks in trabec
PMC8342575,Cell Death Discovery,2021,10.1038/s41420-021-00594-x,by,1,0,0,157,0,0,0,1,Dual topology of co-chaperones at the membrane of the endoplasmic reticulum
PMC7562950,Cell Death Discovery,2020,10.1038/s41420-020-00339-2,by,0,0,0,0,0,0,0,0,Correction: Gut microbiota patterns associated with somatostatin in patients undergoing pancreaticoduodenectomy: a prosp
PMC6249268,Cell Death Discovery,2018,10.1038/s41420-018-0122-x,by,1,1,1,273,492,1276,1,1,A novel therapeutic anticancer property of raw garlic extract via injection but not ingestion
PMC6127277,Cell Death Discovery,2018,10.1038/s41420-018-0077-y,by,1,1,1,313,744,1669,1,1,Contribution of autophagy to ocular hypertension and neurodegeneration in the DBA/2J spontaneous glaucoma mouse model
PMC8490460,Cell Death Discovery,2021,10.1038/s41420-021-00657-z,by,1,1,1,237,490,903,1,1,LHPP suppresses colorectal cancer cell migration and invasion in vitro and in vivo by inhibiting Smad3 phosphorylation i
PMC8975999,Cell Death Discovery,2022,10.1038/s41420-022-00929-2,by,1,1,1,264,367,613,1,1,Inhibition of RIPK1 by ZJU-37 promotes oligodendrocyte progenitor proliferation and remyelination via NF-κB pathway
PMC8837780,Cell Death Discovery,2022,10.1038/s41420-022-00825-9,by,1,1,1,301,429,1197,1,0,Long non-coding RNA SNHG10 upregulates BIN1 to suppress the tumorigenesis and epithelial–mesenchymal transition of epith
PMC6365567,Cell Death Discovery,2019,10.1038/s41420-018-0134-6,by,1,1,1,155,268,965,1,0,Epigenetic regulation of NfatC1 transcription and osteoclastogenesis by nicotinamide phosphoribosyl transferase in the p
PMC7705684,Cell Death Discovery,2020,10.1038/s41420-020-00360-5,by,1,1,1,161,439,1038,1,1,A novel lncRNA PTTG3P/miR-132/212-3p/FoxM1 feedback loop facilitates tumorigenesis and metastasis of pancreatic cancer
PMC8557205,Cell Death Discovery,2021,10.1038/s41420-021-00716-5,by,1,1,1,171,496,1090,1,1,Gasdermin D mediates host cell death but not interleukin-1β secretion in Mycobacterium tuberculosis-infected macrophages
PMC8850424,Cell Death Discovery,2022,10.1038/s41420-022-00865-1,by,1,1,1,190,307,386,1,1,Circ-AFAP1 promote clear cell renal cell carcinoma growth and angiogenesis by the Circ-AFAP1/miR-374b-3p/VEGFA signaling
PMC6683143,Cell Death Discovery,2019,10.1038/s41420-019-0205-3,by,1,1,1,203,619,694,1,0,Cigarette smoke activates the parthanatos pathway of cell death in human bronchial epithelial cells
PMC9021256,Cell Death Discovery,2022,10.1038/s41420-022-00991-w,by,1,1,1,311,456,1275,1,0,Modulation of energy metabolism to overcome drug resistance in chronic myeloid leukemia cells through induction of autop
PMC8918340,Cell Death Discovery,2022,10.1038/s41420-022-00848-2,by,1,1,1,160,458,1050,1,0,Blocking GSDME-mediated pyroptosis in renal tubular epithelial cells alleviates disease activity in lupus mice
PMC8639830,Cell Death Discovery,2021,10.1038/s41420-021-00765-w,by,1,1,1,252,423,736,1,0,PIAS1 alleviates diabetic peripheral neuropathy through SUMOlation of PPAR-γ and miR-124-induced downregulation of EZH2/
PMC9023543,Cell Death Discovery,2022,10.1038/s41420-022-01025-1,by,1,1,1,275,598,630,1,1,Ferroptosis is involved in PGPS-induced otitis media in C57BL/6 mice
PMC9114396,Cell Death Discovery,2022,10.1038/s41420-022-01051-z,by,1,1,1,166,427,696,1,0,Acetylation stabilizes stathmin1 and promotes its activity contributing to gallbladder cancer metastasis
PMC8971462,Cell Death Discovery,2022,10.1038/s41420-022-00937-2,by,1,1,1,239,276,1009,1,0,Tctp regulates the level and localization of Foxo for cell growth in Drosophila
PMC8897457,Cell Death Discovery,2022,10.1038/s41420-022-00901-0,by,1,1,1,269,498,1582,1,1,Edonerpic maleate regulates glutamate receptors through CRMP2- and Arc-mediated mechanisms in response to brain trauma
PMC6520368,Cell Death Discovery,2019,10.1038/s41420-019-0177-3,by,1,1,1,207,364,869,1,0,Lysosomotropic challenge of mast cells causes intra-granular reactive oxygen species production
PMC8991250,Cell Death Discovery,2022,10.1038/s41420-022-00974-x,by,1,1,1,188,573,881,1,0,N6-isopentenyladenosine induces cell death through necroptosis in human glioblastoma cells
PMC8516970,Cell Death Discovery,2021,10.1038/s41420-021-00684-w,by,1,1,1,222,1653,818,1,1,Upregulation of CPNE7 in mesenchymal stromal cells promotes oral squamous cell carcinoma metastasis through the NF-κB pa
PMC8363639,Cell Death Discovery,2021,10.1038/s41420-021-00598-7,by,1,1,0,153,401,0,0,0,RNA-binding protein 39: a promising therapeutic target for cancer
PMC7541325,Genome Medicine,2020,10.1186/s13073-020-00783-w,by,1,1,1,111,449,1061,1,1,The murine Microenvironment Cell Population counter method to estimate abundance of tissue-infiltrating immune and strom
PMC7592384,Genome Medicine,2020,10.1186/s13073-020-00789-4,by,1,1,1,241,507,1379,1,0,Microbial signature in IgE-mediated food allergies
PMC8056596,Genome Medicine,2021,10.1186/s13073-021-00870-6,by,0,1,1,402,680,2352,1,1,Rare deleterious mutations of HNRNP genes result in shared neurodevelopmental disorders
PMC6993336,Genome Medicine,2020,10.1186/s13073-020-0712-0,by,1,1,1,341,464,1312,1,0,A highly sensitive and specific workflow for detecting rare copy-number variants from exome sequencing data
PMC8849018,Genome Medicine,2022,10.1186/s13073-022-01020-2,by,1,1,1,196,555,173,0,1,Exploiting genomics to mitigate the public health impact of antimicrobial resistance
PMC8042958,Genome Medicine,2021,10.1186/s13073-021-00876-0,by,1,1,1,245,531,736,1,0,In vivo genome editing in mouse restores dystrophin expression in Duchenne muscular dystrophy patient muscle fibers
PMC5759841,Genome Medicine,2018,10.1186/s13073-017-0510-5,by,1,1,1,380,935,544,1,1,"Characterization of glycosylphosphatidylinositol biosynthesis defects by clinical features, flow cytometry, and automate"
PMC7523356,Genome Medicine,2020,10.1186/s13073-020-00780-z,by,1,1,1,257,506,681,1,1,Small-molecule MMP2/MMP9 inhibitor SB-3CT modulates tumor immune surveillance by regulating PD-L1
PMC8281595,Genome Medicine,2021,10.1186/s13073-021-00930-x,by,1,1,1,123,551,617,1,1,DeepProg: an ensemble of deep-learning and machine-learning models for prognosis prediction using multi-omics data
PMC5966898,Genome Medicine,2018,10.1186/s13073-018-0545-2,by,1,1,1,293,1061,2987,1,0,Integrated time course omics analysis distinguishes immediate therapeutic response from acquired resistance
PMC6657090,Genome Medicine,2019,10.1186/s13073-019-0656-4,by,1,1,1,290,732,1680,1,0,Identification of intermediate-sized deletions and inference of their impact on gene expression in a human population
PMC6953286,Genome Medicine,2020,10.1186/s13073-019-0705-z,by,1,1,1,250,478,1192,1,1,An unsupervised learning approach to identify novel signatures of health and disease from multimodal data
PMC7908744,Genome Medicine,2021,10.1186/s13073-021-00850-w,by,1,1,1,315,551,728,1,1,"Biallelic variants in COPB1 cause a novel, severe intellectual disability syndrome with cataracts and variable microceph"
PMC8406603,Genome Medicine,2021,10.1186/s13073-021-00954-3,by,0,0,0,0,0,0,0,0,Correction to: Identification of TBX15 as an adipose master trans regulator of abdominal obesity genes
PMC8764818,Genome Medicine,2022,10.1186/s13073-021-01004-8,by,1,1,0,220,339,68,1,1,ClinGen Variant Curation Interface: a variant classification platform for the application of evidence criteria from ACMG
PMC9195360,Genome Medicine,2022,10.1186/s13073-022-01067-1,by,1,1,1,329,405,1110,1,1,Mendelian randomization analysis of 37 clinical factors and coronary artery disease in East Asian and European populatio
PMC6249768,Genome Medicine,2018,10.1186/s13073-018-0598-2,by,0,0,1,51,0,290,0,0,Acquired mechanisms of immune escape in cancer following immunotherapy
PMC7874449,Genome Medicine,2021,10.1186/s13073-021-00840-y,by,1,1,1,212,1755,233,0,0,Guild-based analysis for understanding gut microbiome in human health and diseases
PMC7871948,Genome Medicine,2021,10.1186/s13073-021-00839-5,by,1,1,1,119,372,607,1,1,CoronaHiT: high-throughput sequencing of SARS-CoV-2 genomes
PMC7189689,Genome Medicine,2020,10.1186/s13073-020-00736-3,by,1,1,1,210,497,2131,1,1,Exploratory analysis of age and sex dependent DNA methylation patterns on the X-chromosome in whole blood samples
PMC8511862,Genome Medicine,2021,10.1186/s13073-021-00973-0,by,1,1,1,301,318,1030,1,0,Lethal variants in humans: lessons learned from a large molecular autopsy cohort
PMC6054719,Genome Medicine,2018,10.1186/s13073-018-0562-1,by,1,1,1,317,491,628,1,0,Epigenomic profiling of non-small cell lung cancer xenografts uncover LRP12 DNA methylation as predictive biomarker for 
PMC9074288,Genome Medicine,2022,10.1186/s13073-022-01048-4,by,1,1,1,346,1749,1195,1,0,A dynamic single cell-based framework for digital twins to prioritize disease genes and drug targets
PMC8513181,Genome Medicine,2021,10.1186/s13073-021-00979-8,by,1,1,1,265,384,755,1,1,Intra-patient stability of tumor mutational burden from tissue biopsies at different time points in advanced cancers
PMC8351082,Genome Medicine,2021,10.1186/s13073-021-00932-9,by,1,1,1,350,1032,1200,1,1,Genome-wide sequencing as a first-tier screening test for short tandem repeat expansions
PMC6064051,Genome Medicine,2018,10.1186/s13073-018-0564-z,by,1,1,1,262,488,899,1,1,Integrative omics analyses broaden treatment targets in human cancer
PMC7029532,Genome Medicine,2020,10.1186/s13073-020-0713-z,by,1,1,1,251,1963,210,0,0,Towards a European health research and innovation cloud (HRIC)
PMC7189550,Genome Medicine,2020,10.1186/s13073-020-00730-9,by,1,1,1,318,428,815,1,1,Centromeric cohesion failure invokes a conserved choreography of chromosomal mis-segregations in pancreatic neuroendocri
PMC6434874,Genome Medicine,2019,10.1186/s13073-019-0630-1,by,0,0,0,0,0,0,0,0,"Correction to: De novo and inherited TCF20 pathogenic variants are associated with intellectual disability, dysmorphic f"
PMC6857288,Genome Medicine,2019,10.1186/s13073-019-0685-z,by,1,1,1,255,453,1025,1,0,Novel risk genes and mechanisms implicated by exome sequencing of 2572 individuals with pulmonary arterial hypertension
PMC6161392,Genome Medicine,2018,10.1186/s13073-018-0580-z,by,1,1,1,282,598,913,1,0,T cell dynamics and response of the microbiota after gene therapy to treat X-linked severe combined immunodeficiency
PMC6540540,Genome Medicine,2019,10.1186/s13073-019-0643-9,by,1,1,1,124,1024,1016,1,1,Associating somatic mutations to clinical outcomes: a pan-cancer study of survival time
PMC7386241,Genome Medicine,2020,10.1186/s13073-020-00758-x,by,1,1,1,230,946,959,1,1,High-resolution temporal profiling of the human gut microbiome reveals consistent and cascading alterations in response 
PMC7995589,Genome Medicine,2021,10.1186/s13073-021-00854-6,by,1,1,1,228,350,525,1,1,OncoGEMINI: software for investigating tumor variants from multiple biopsies with integrated cancer annotations
PMC6148788,Genome Medicine,2018,10.1186/s13073-018-0581-y,by,1,1,1,308,848,1032,1,1,Single-cell transcriptomics reveal that PD-1 mediates immune tolerance by regulating proliferation of regulatory T cells
PMC6572765,Genome Medicine,2019,10.1186/s13073-019-0649-3,by,1,1,1,239,495,1344,1,1,Exome sequencing in routine diagnostics: a generic test for 254 patients with primary immunodeficiencies
PMC8201469,Genome Medicine,2021,10.1186/s13073-021-00910-1,by,1,1,1,361,803,2290,1,1,Landscape and selection of vaccine epitopes in SARS-CoV-2
PMC9204949,Genome Medicine,2022,10.1186/s13073-022-01069-z,by,1,1,1,268,410,1124,1,0,Reanalysis of exome negative patients with rare disease: a pragmatic workflow for diagnostic applications
PMC7590248,Genome Medicine,2020,10.1186/s13073-020-00790-x,by,1,1,1,281,356,2216,1,1,The landscape of host genetic factors involved in immune response to common viral infections
PMC7060619,Genome Medicine,2020,10.1186/s13073-020-00726-5,by,1,1,1,222,390,660,1,0,Phylogenetically informative mutations in genes implicated in antibiotic resistance in Mycobacterium tuberculosis comple
PMC7315560,Genome Medicine,2020,10.1186/s13073-020-00752-3,by,1,1,1,316,778,1157,1,1,A comparison of epigenetic mitotic-like clocks for cancer risk prediction
PMC8383430,Genome Medicine,2021,10.1186/s13073-021-00949-0,by,1,1,1,318,925,1020,1,0,Developmental dynamics of voltage-gated sodium channel isoform expression in the human and mouse brain
PMC8365948,Genome Medicine,2021,10.1186/s13073-021-00946-3,by,1,1,1,248,669,719,1,0,Characterizing DNA methylation signatures and their potential functional roles in Merkel cell carcinoma
PMC6385380,Genome Medicine,2019,10.1186/s13073-019-0622-1,by,0,0,0,50,0,54,0,1,Translating genomic medicine to the clinic: challenges and opportunities
PMC8555066,Genome Medicine,2021,10.1186/s13073-021-00989-6,by,1,1,1,292,379,886,1,0,Novel temporal and spatial patterns of metastatic colonization from breast cancer rapid-autopsy tumor biopsies
PMC5899382,Genome Medicine,2018,10.1186/s13073-018-0540-7,by,0,0,0,49,0,0,0,1,New additions to the cancer precision medicine toolkit
PMC8981716,Genome Medicine,2022,10.1186/s13073-022-01019-9,by,1,1,1,272,731,749,1,0,Clinical implementation of RNA sequencing for Mendelian disease diagnostics
PMC8281718,Genome Medicine,2021,10.1186/s13073-021-00929-4,by,1,1,1,275,289,805,1,1,Haplotype-resolved germline and somatic alterations in renal medullary carcinomas
PMC6865009,Genome Medicine,2019,10.1186/s13073-019-0684-0,by,1,1,1,262,1149,415,0,1,Neoantigens and genome instability: impact on immunogenomic phenotypes and immunotherapy response
PMC6883603,Genome Medicine,2019,10.1186/s13073-019-0687-x,by,1,1,1,171,403,546,0,0,Standard operating procedure for curation and clinical interpretation of variants in cancer
PMC9185135,Genome Medicine,2022,10.1186/s13073-022-01066-2,by,1,1,1,371,466,993,1,1,Neutralising reactivity against SARS-CoV-2 Delta and Omicron variants by vaccination and infection history
PMC7874477,Genome Medicine,2021,10.1186/s13073-021-00833-x,by,1,1,1,232,468,602,1,0,5′-tRF-GlyGCC: a tRNA-derived small RNA as a novel biomarker for colorectal cancer diagnosis
PMC6391825,Genome Medicine,2019,10.1186/s13073-019-0619-9,by,1,1,1,329,667,1906,1,1,"Predispositional genome sequencing in healthy adults: design, participant characteristics, and early outcomes of the Peo"
PMC6138910,Genome Medicine,2018,10.1186/s13073-018-0579-5,by,1,1,1,270,413,1100,1,0,Exome-wide analysis of bi-allelic alterations identifies a Lynch phenotype in The Cancer Genome Atlas
PMC5824555,Genome Medicine,2018,10.1186/s13073-018-0524-7,by,0,0,1,39,0,179,0,1,Calcitonin gene-related peptide (receptor) antibodies: an exciting avenue for migraine treatment
PMC8638136,Cancer Cell International,2021,10.1186/s12935-021-02308-w,by,1,1,1,329,344,759,1,1,Identification of key genes as predictive biomarkers for osteosarcoma metastasis using translational bioinformatics
PMC8106840,Cancer Cell International,2021,10.1186/s12935-021-01941-9,by,1,1,1,159,696,407,0,0,Exosomal microRNAs in hepatocellular carcinoma
PMC7791871,Cancer Cell International,2021,10.1186/s12935-020-01688-9,by,1,1,1,206,594,765,1,1,YAP manipulates proliferation via PTEN/AKT/mTOR-mediated autophagy in lung adenocarcinomas
PMC8091726,Cancer Cell International,2021,10.1186/s12935-021-01918-8,by,1,1,1,206,703,1717,1,1,iRFP (near-infrared fluorescent protein) imaging of subcutaneous and deep tissue tumours in mice highlights differences 
PMC8933915,Cancer Cell International,2022,10.1186/s12935-022-02542-w,by,1,1,1,367,840,1141,1,0,"Microarray analysis of breast cancer gene expression profiling in response to 2-deoxyglucose, metformin, and glucose sta"
PMC8670189,Cancer Cell International,2021,10.1186/s12935-021-02380-2,by,1,1,1,294,431,1369,1,1,ITGB1-DT/ARNTL2 axis may be a novel biomarker in lung adenocarcinoma: a bioinformatics analysis and experimental validat
PMC7786942,Cancer Cell International,2021,10.1186/s12935-020-01691-0,by,1,1,1,180,353,436,1,0,HCG11 up-regulation induced by ELK4 suppressed proliferation in vestibular schwannoma by targeting miR-620/ELK4
PMC8454127,Cancer Cell International,2021,10.1186/s12935-021-02207-0,by,1,1,1,251,425,269,1,0,Mechanistic study of lncRNA UCA1 promoting growth and cisplatin resistance in lung adenocarcinoma
PMC7986463,Cancer Cell International,2021,10.1186/s12935-021-01875-2,by,1,1,1,235,330,687,1,0,"LINC00514 upregulates CCDC71L to promote cell proliferation, migration and invasion in triple‐negative breast cancer by "
PMC8606078,Cancer Cell International,2021,10.1186/s12935-021-02309-9,by,1,1,1,219,845,195,0,0,Cytotoxicity of synthetic derivatives against breast cancer and multi-drug resistant breast cancer cell lines: a literat
PMC8011228,Cancer Cell International,2021,10.1186/s12935-021-01887-y,by,1,1,1,358,446,449,1,1,Elevation of miR-302b prevents multiple myeloma cell growth and bone destruction by blocking DKK1 secretion
PMC8944087,Cancer Cell International,2022,10.1186/s12935-022-02539-5,by,1,1,1,143,588,386,0,0,The molecular mechanism of METTL3 promoting the malignant progression of lung cancer
PMC8254931,Cancer Cell International,2021,10.1186/s12935-021-02050-3,by,1,1,1,364,564,1144,1,0,Constructe a novel 5 hypoxia genes signature for cervical cancer
PMC8740351,Cancer Cell International,2022,10.1186/s12935-021-02425-6,by,1,1,1,251,550,930,1,1,PHD finger protein 20-like protein 1 (PHF20L1) in ovarian cancer: from its overexpression in tissue to its upregulation 
PMC7881621,Cancer Cell International,2021,10.1186/s12935-021-01789-z,by,1,1,1,347,327,859,1,1,Construction of a competitive endogenous RNA network and analysis of potential regulatory axis targets in glioblastoma
PMC8186192,Cancer Cell International,2021,10.1186/s12935-021-02000-z,by,1,1,1,271,436,989,1,1,"An immune-related model based on INHBA, JAG2 and CCL19 to predict the prognoses of colon cancer patients"
PMC8697470,Cancer Cell International,2021,10.1186/s12935-021-02403-y,by,1,1,1,149,352,424,1,0,miR-378d suppresses malignant phenotype of ESCC cells through AKT signaling
PMC8840771,Cancer Cell International,2022,10.1186/s12935-022-02456-7,by,1,1,1,291,640,1457,1,1,Comprehensive analysis of N6-methyladenosine regulators with the tumor immune landscape and correlation between the insu
PMC7842018,Cancer Cell International,2021,10.1186/s12935-020-01734-6,by,1,1,1,267,348,995,1,1,Co-expression of CMTM6 and PD-L1: a novel prognostic indicator of gastric cancer
PMC8787928,Cancer Cell International,2022,10.1186/s12935-022-02469-2,by,1,1,1,293,429,573,1,1,A novel prognostic model based on single-cell RNA sequencing data for hepatocellular carcinoma
PMC8082649,Cancer Cell International,2021,10.1186/s12935-021-01937-5,by,1,1,1,251,398,500,1,1,miR-190 promotes malignant transformation and progression of human urothelial cells through CDKN1B/p27 inhibition
PMC8680243,Cancer Cell International,2021,10.1186/s12935-021-02382-0,by,1,1,0,160,1288,102,0,1,The value of cell-free circulating tumour DNA profiling in advanced non-small cell lung cancer (NSCLC) management
PMC8897942,Cancer Cell International,2022,10.1186/s12935-022-02523-z,by,1,1,0,152,386,98,0,1,MUC1 is a potential target to overcome trastuzumab resistance in breast cancer therapy
PMC7953640,Cancer Cell International,2021,10.1186/s12935-021-01863-6,by,1,1,1,367,382,983,1,1,Identification of four key prognostic genes and three potential drugs in human papillomavirus negative head and neck squ
PMC8035785,Cancer Cell International,2021,10.1186/s12935-021-01819-w,by,1,1,1,171,342,642,1,0,LINC00221 silencing prevents the progression of hepatocellular carcinoma through let-7a-5p-targeted inhibition of MMP11
PMC8033742,Cancer Cell International,2021,10.1186/s12935-021-01856-5,by,1,1,1,314,668,782,1,1,Combating drug resistance in acute myeloid leukaemia by drug rotations: the effects of quizartinib and pexidartinib
PMC8684162,Cancer Cell International,2021,10.1186/s12935-021-02381-1,by,1,1,1,275,280,1006,1,0,"M2 macrophages secrete CXCL13 to promote renal cell carcinoma migration, invasion, and EMT"
PMC8254369,Cancer Cell International,2021,10.1186/s12935-021-02056-x,by,1,1,1,296,367,1113,1,1,SHP2 inhibition enhances the anticancer effect of Osimertinib in EGFR T790M mutant lung adenocarcinoma by blocking CXCL8
PMC9118687,Cancer Cell International,2022,10.1186/s12935-022-02613-y,by,1,1,1,341,456,608,1,1,G-CSF upregulates the expression of aquaporin-9 through CEBPB to enhance the cytotoxic activity of arsenic trioxide to a
PMC8287669,Cancer Cell International,2021,10.1186/s12935-021-02087-4,by,1,1,1,217,702,1105,1,1,METTL7B is a novel prognostic biomarker of lower-grade glioma based on pan-cancer analysis
PMC8662868,Cancer Cell International,2021,10.1186/s12935-021-02355-3,by,1,1,1,223,514,633,1,1,Prodigiosin inhibits cholangiocarcinoma cell proliferation and induces apoptosis via suppressing SNAREs-dependent autoph
PMC7716475,Cancer Cell International,2020,10.1186/s12935-020-01655-4,by,1,1,1,249,476,673,1,1,Long noncoding RNA NEAT1 regulates radio-sensitivity via microRNA-27b-3p in gastric cancer
PMC8812018,Cancer Cell International,2022,10.1186/s12935-022-02478-1,by,1,1,1,318,566,875,1,0,DDX10 promotes the proliferation and metastasis of colorectal cancer cells via splicing RPL35
PMC7938604,Cancer Cell International,2021,10.1186/s12935-021-01850-x,by,1,1,1,319,324,881,1,1,CDCA8 as an independent predictor for a poor prognosis in liver cancer
PMC8447786,Cancer Cell International,2021,10.1186/s12935-021-02198-y,by,1,1,1,271,271,1200,1,1,Primary breast double-hit lymphoma management and outcomes: a real-world multicentre experience
PMC8108323,Cancer Cell International,2021,10.1186/s12935-021-01958-0,by,0,0,0,0,0,0,0,0,Retraction Note to: miR-484 suppresses proliferation and epithelial–mesenchymal transition by targeting ZEB1 and SMAD2 i
PMC9109300,Cancer Cell International,2022,10.1186/s12935-022-02581-3,by,1,1,1,239,398,761,1,1,Silencing of histone deacetylase 3 suppresses the development of esophageal squamous cell carcinoma through regulation o
PMC8268297,Cancer Cell International,2021,10.1186/s12935-021-02076-7,by,0,1,1,407,704,726,0,0,Identification and validation of lncRNAs involved in m6A regulation for patients with ovarian cancer
PMC7885429,Cancer Cell International,2021,10.1186/s12935-021-01815-0,by,1,1,1,265,435,719,1,1,Vγ9Vδ2 T cells strengthen cisplatin inhibition activity against breast cancer MDA-MB-231 cells by disrupting mitochondri
PMC8588629,Cancer Cell International,2021,10.1186/s12935-021-02281-4,by,1,1,1,296,375,1410,1,1,Impact of cumulative cisplatin dose in childhood nasopharyngeal carcinoma based on neoadjuvant chemotherapy response in 
PMC7670614,Cancer Cell International,2020,10.1186/s12935-020-01622-z,by,1,1,1,260,367,949,1,0,EZH2 promotes the expression of LPA1 by mediating microRNA-139 promoter methylation to accelerate the development of ova
PMC8507136,Cancer Cell International,2021,10.1186/s12935-021-02224-z,by,1,1,1,227,711,830,1,0,Systematical analysis reveals a strong cancer relevance of CREB1-regulated genes
PMC8513360,Cancer Cell International,2021,10.1186/s12935-021-02241-y,by,1,1,1,279,440,468,1,0,Circular RNA hsa_circ_0002483 promotes growth and invasion of lung adenocarcinoma by sponging miR-125a-3p
PMC8862507,Cancer Cell International,2022,10.1186/s12935-022-02507-z,by,1,1,1,297,390,776,1,0,A novel qualitative signature based on lncRNA pairs for prognosis prediction in hepatocellular carcinoma
PMC8447721,Cancer Cell International,2021,10.1186/s12935-021-02196-0,by,1,1,1,161,437,168,0,1,The effective function of circular RNA in colorectal cancer
PMC8139082,Cancer Cell International,2021,10.1186/s12935-021-01884-1,by,1,1,1,255,554,715,1,1,Circ_0000745 strengthens the expression of CCND1 by functioning as miR-488 sponge and interacting with HuR binding prote
PMC8404318,Cancer Cell International,2021,10.1186/s12935-021-02154-w,by,1,1,1,291,702,944,1,0,Study of cellular heterogeneity and differential dynamics of autophagy in human embryonic kidney development by single-c
PMC7796595,Cancer Cell International,2021,10.1186/s12935-020-01685-y,by,1,1,1,295,604,489,1,0,"LncRNA CBR3-AS1 potentiates Wnt/β-catenin signaling to regulate lung adenocarcinoma cells proliferation, migration and i"
PMC7788978,Cancer Cell International,2021,10.1186/s12935-020-01695-w,by,1,1,1,245,396,531,1,1,Circular RNA hsa_circ_0061395 accelerates hepatocellular carcinoma progression via regulation of the miR-877-5p/PIK3R3 a
PMC8444588,Cancer Cell International,2021,10.1186/s12935-021-02186-2,by,1,1,1,250,278,826,1,1,Mechanisms involved in the anti-tumor effects of Toosendanin in glioma cells
PMC7664090,Cancer Cell International,2020,10.1186/s12935-020-01578-0,by,1,1,1,258,324,505,1,1,microRNA-365 inhibits YAP through TLR4-mediated IRF3 phosphorylation and thereby alleviates gastric precancerous lesions
PMC8991836,Cancer Cell International,2022,10.1186/s12935-022-02556-4,by,1,1,1,284,190,608,1,0,Pharmacological targeting transient receptor potential canonical channel 6 modulates biological behaviors for cervical c
PMC9020011,Cancer Cell International,2022,10.1186/s12935-022-02580-4,by,1,1,1,181,300,194,0,1,Technique integration of single-cell RNA sequencing with spatially resolved transcriptomics in the tumor microenvironmen
PMC8935717,Cancer Cell International,2022,10.1186/s12935-022-02524-y,by,1,1,1,161,2691,234,0,1,The emerging role of deubiquitylating enzymes as therapeutic targets in cancer metabolism
PMC8524913,Cancer Cell International,2021,10.1186/s12935-021-02236-9,by,0,0,0,0,0,0,0,0,Correction to: EZH2 promotes the expression of LPA1 by mediating microRNA-139 promoter methylation to accelerate the dev
